type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,CASH_IN,CASH_OUT,DEBIT,PAYMENT,TRANSFER,0,1,2,3,4
PAYMENT,13425.78,C1030644671,350546.0,337120.22,M1915703106,0.0,0.0,0,0,0,0,1,0,0.001342578,0.0061159962334280255,0.007124828869988941,0.0,0.0
CASH_OUT,38537.36,C763291264,5009.0,0.0,C893162922,0.0,38537.36,0,0,1,0,0,0,0.003853736,8.739231123230896e-05,0.0,0.0,0.00036617635492831906
TRANSFER,118688.81,C1313642079,110425.0,0.0,C927206109,0.0,118688.81,0,0,0,0,0,1,0.011868881,0.001926591329173032,0.0,0.0,0.0011277637029775734
TRANSFER,225705.94,C15820722,10310.0,0.0,C2085930575,583278.45,808984.39,0,0,0,0,0,1,0.022570594,0.00017987916326714024,0.0,0.005535176838836315,0.007686851282083403
CASH_OUT,150873.15,C145518001,62154.0,0.0,C297195784,0.0,150873.15,0,0,1,0,0,0,0.015087314999999999,0.0010844044145204494,0.0,0.0,0.001433574591605484
CASH_OUT,64186.22,C1379713218,19122.0,0.0,C1687045124,965363.82,1029550.04,0,0,1,0,0,0,0.006418622,0.00033362263433503936,0.0,0.009161078139462464,0.009782633809464506
TRANSFER,930017.33,C2020100788,33256.0,0.0,C464813394,160976.7,1090994.03,0,0,0,0,0,1,0.09300173299999999,0.0005802193456461703,0.0,0.0015276314450367607,0.010366465610357253
CASH_OUT,211952.14,C1932492540,103098.0,0.0,C1947789225,0.0,211952.14,0,0,1,0,0,0,0.021195214,0.0017987567385563165,0.0,0.0,0.002013938215914551
CASH_IN,141794.05,C411387085,83827.0,225621.05,C1174212987,1075597.09,933803.04,0,1,0,0,0,0,0.014179404999999997,0.0014625344926473874,0.004768362368526036,0.010207166235076472,0.008872859827662904
CASH_OUT,540322.65,C747355599,11669.0,0.0,C224416520,551134.56,1091457.21,0,0,1,0,0,0,0.054032265,0.0002035897144679204,0.0,0.005230138798363361,0.010370866678932673
CASH_OUT,12405.63,C378306304,51989.0,39583.37,C125203354,4554249.93,4566655.57,0,0,1,0,0,0,0.0012405629999999999,0.0009070550745970275,0.000836570222182028,0.04321877266476742,0.04339169291398542
CASH_OUT,150287.46,C517745587,1115.0,0.0,C469416202,595915.82,746203.27,0,0,1,0,0,0,0.015028745999999999,1.945346916031633e-05,0.0,0.005655102541093624,0.007090314267614395
PAYMENT,30032.78,C751675273,39715.0,9682.22,M1566118426,0.0,0.0,0,0,0,0,1,0,0.003003278,0.0006929098903156619,0.00020462777516455204,0.0,0.0
CASH_OUT,111959.77,C685249230,106783.0,0.0,C1662327683,1879994.5,1991954.27,0,0,1,0,0,0,0.011195977,0.0018630491456018462,0.0,0.017840710579209055,0.01892725795883529
PAYMENT,449.82,C1470510549,5376.0,4926.18,M378937671,0.0,0.0,0,0,0,0,1,0,4.4982e-05,9.379538135054761e-05,0.0001041117898023504,0.0,0.0
CASH_IN,104044.05,C63584333,100169.0,204213.05,C923525799,914546.55,810502.5,0,1,0,0,0,0,0.010404405,0.0017476543070132076,0.0043159174322694,0.008678834065612501,0.007701276141133952
CASH_OUT,24685.77,C1810633880,16049.0,0.0,C314816105,1986189.67,2010875.44,0,0,1,0,0,0,0.002468577,0.000280007826505755,0.0,0.018848478044954247,0.019107044147136175
PAYMENT,19651.19,C226659501,10735.0,0.0,M708380739,0.0,0.0,0,0,0,0,1,0,0.001965119,0.0001872941627228662,0.0,0.0,0.0
CASH_OUT,73766.18,C2019775769,2926.0,0.0,C613051458,1346968.92,1420735.1,0,0,1,0,0,0,0.007376617999999999,5.105009037048034e-05,0.0,0.012782421789483848,0.01349961700118329
CASH_OUT,89548.28,C1931527769,2819.0,0.0,C1203540384,217157.02,306705.3,0,0,1,0,0,0,0.008954828,4.9183255213391686e-05,0.0,0.0020607696161151065,0.002914268875480743
TRANSFER,1114850.44,C1792985972,1509.0,0.0,C518480882,0.0,1114850.44,0,0,0,0,0,1,0.11148504399999999,2.6327609832212862e-05,0.0,0.0,0.010593145726885096
CASH_OUT,213407.15,C138915196,220322.0,6914.85,C1227830084,0.0,213407.15,0,0,1,0,0,0,0.021340715,0.003843970611963421,0.00014614110928037194,0.0,0.0020277635079995367
PAYMENT,13200.64,C1794042608,1074.0,0.0,M529132538,0.0,0.0,0,0,0,0,1,0,0.001320064,1.873813980105806e-05,0.0,0.0,0.0
CASH_OUT,100982.94,C59774484,122.0,0.0,C1901639792,742763.56,843746.5,0,0,1,0,0,0,0.010098293999999999,2.128541020231921e-06,0.0,0.007048653441668568,0.008017155764004772
CASH_OUT,91369.45,C906590039,870.0,0.0,C321965241,677332.4,768701.85,0,0,1,0,0,0,0.009136944999999999,1.5178940062309603e-05,0.0,0.006427726950435791,0.007304092482195341
CASH_OUT,202466.98,C724414988,253634.0,51167.02,C67551750,386519.41,588986.39,0,0,1,0,0,0,0.020246698,0.004425166992831993,0.0010813835529868293,0.0036679793090121492,0.005596462481928947
CASH_OUT,116125.56,C2066438824,175.0,0.0,C1034229720,286896.73,403022.28,0,0,1,0,0,0,0.011612556,3.053235070004805e-06,0.0,0.002722583244818792,0.0038294587238280045
CASH_OUT,34547.31,C2022232943,74315.0,39767.69,C737806832,14319248.86,14353796.17,0,0,1,0,0,0,0.0034547309999999995,0.0012965780812994692,0.0008404657122161659,0.1358863414881954,0.1363876705854959
CASH_OUT,11759.83,C96903398,46535.0,34775.17,C1777811567,1798126.41,1809886.24,0,0,1,0,0,0,0.001175983,0.0008118988227581349,0.0007349518672441935,0.017063801444973478,0.017197274182718297
PAYMENT,7382.95,C1128128384,41312.0,33929.05,M1650598741,0.0,0.0,0,0,0,0,1,0,0.0007382949999999999,0.0007207728412116486,0.0007170696405314944,0.0,0.0
PAYMENT,8643.51,C1548720093,21054.0,12410.49,M1816055074,0.0,0.0,0,0,0,0,1,0,0.000864351,0.0003673303495078924,0.0002622880865547283,0.0,0.0
CASH_IN,244846.44,C1104334586,16506.0,261352.44,C560300327,0.0,0.0,0,1,0,0,0,0,0.024484644,0.0002879811318028532,0.005523523358385482,0.0,0.0
TRANSFER,349482.39,C853091614,1222.0,0.0,C1050301520,975036.14,1324518.53,0,0,0,0,0,1,0.034948239,2.132030431740498e-05,0.0,0.009252866206794308,0.012585381233961418
CASH_OUT,190636.16,C302562791,7743.0,0.0,C2031314748,455942.87,646579.03,0,0,1,0,0,0,0.019063616,0.00013509256655455545,0.0,0.004326791798765336,0.00614369931875168
TRANSFER,5914.02,C138749273,29037.0,23122.98,C1633116790,387081.99,392996.01,0,0,0,0,0,1,0.000591402,0.0005066102098727402,0.0004886899856204913,0.0036733180623742747,0.0037341905735933448
CASH_OUT,98585.85,C1605865397,266431.0,167845.15,C980978301,0.0,98585.85,0,0,1,0,0,0,0.009858585,0.004648436988208287,0.0035473041943542404,0.0,0.0009367483190470241
TRANSFER,140645.55,C608022664,112.0,0.0,C1767451883,109110.15,249755.7,0,0,0,0,0,1,0.014064554999999998,1.9540704448030753e-06,0.0,0.0010354299480153195,0.0023731421106316253
PAYMENT,21135.2,C1930282605,11787.0,0.0,M1388530360,0.0,0.0,0,0,0,0,1,0,0.00211352,0.0002056484672579808,0.0,0.0,0.0
PAYMENT,12341.95,C829078898,21583.0,9241.05,M2023416359,0.0,0.0,0,0,0,0,1,0,0.001234195,0.00037655984294807836,0.00019530391807709218,0.0,0.0
CASH_OUT,175182.46,C1706651127,203599.0,28416.54,C1027874243,111674.16,286856.62,0,0,1,0,0,0,0.017518245999999998,0.003552203468673762,0.0006005661261647122,0.001059761806609692,0.0027256696228973114
CASH_IN,159566.82,C770141554,82047.0,241613.82,C919954425,623590.1,464023.28,0,1,0,0,0,0,0.015956682,0.0014314787302210528,0.005106359743489463,0.005917725022153007,0.004409081298570602
PAYMENT,23833.96,C1233306769,49972.0,26138.04,M1713802332,0.0,0.0,0,0,0,0,1,0,0.002383396,0.0008718643595330293,0.0005524114275819046,0.0,0.0
CASH_OUT,48936.02,C1222546362,11061.0,0.0,C809710891,266405.8,315341.82,0,0,1,0,0,0,0.0048936019999999995,0.00019298190348184658,0.0,0.002528129084645009,0.0029963318245998715
CASH_OUT,22384.89,C1581579054,23043.0,658.11,C1054897652,535089.13,557474.02,0,0,1,0,0,0,0.0022384889999999998,0.0004020325469606899,1.3908750794088892e-05,0.005077871399310353,0.00529703655390086
CASH_IN,56418.86,C20777531,20680.0,77098.86,C757755754,0.0,0.0,0,1,0,0,0,0,0.005641886,0.0003608051499868535,0.0016294370701681305,0.0,0.0
CASH_OUT,247924.55,C1403724332,30256.0,0.0,C442922200,0.0,247924.55,0,0,1,0,0,0,0.024792454999999998,0.0005278781730175165,0.0,0.0,0.002355742791313255
CASH_OUT,19806.36,C1876179104,40181.0,20374.64,C1974630812,1000493.31,1020299.67,0,0,1,0,0,0,0.001980636,0.0007010402191306461,0.0004306055071025745,0.009494448829581621,0.00969473814747992
CASH_IN,170629.51,C380646399,32067.0,202696.51,C1004539833,911234.81,740605.3,0,1,0,0,0,0,0.017062951,0.0005594747942276805,0.0042838662904705095,0.008647406423215894,0.007037123175915377
PAYMENT,13400.76,C2134216640,60546.0,47145.24,M1963288648,0.0,0.0,0,0,0,0,1,0,0.001340076,0.001056349545991491,0.0009963857019153505,0.0,0.0
CASH_OUT,14309.88,C995774320,242.0,0.0,C906173287,1698135.79,1712445.67,0,0,1,0,0,0,0.0014309879999999998,4.222187925378073e-06,0.0,0.016114913715751043,0.01627140814662403
CASH_OUT,207393.37,C753052719,23974.0,0.0,C1082029857,0.0,207393.37,0,0,1,0,0,0,0.020739337,0.0004182757575331154,0.0,0.0,0.001970621450532683
CASH_OUT,133929.76,C2147122684,5524.0,0.0,C1170389991,291157.39,425087.15,0,0,1,0,0,0,0.013392976000000001,9.637754586689453e-05,0.0,0.0027630159173273627,0.00403911588946071
CASH_OUT,270450.93,C568528227,309439.0,38988.07,C319889267,243100.37,513551.3,0,0,1,0,0,0,0.027045093,0.005398800039012668,0.0008239889221748542,0.002306965974032709,0.004879689296378881
PAYMENT,5341.85,C1210841056,29997.0,24655.15,M1896982814,0.0,0.0,0,0,0,0,1,0,0.0005341850000000001,0.0005233593851139093,0.0005210714578731227,0.0,0.0
CASH_OUT,67582.39,C1562918749,12408.0,0.0,C1842024728,104323.54,171905.94,0,0,1,0,0,0,0.006758238999999999,0.00021648308999211213,0.0,0.0009900061323256737,0.0016334250841190552
PAYMENT,14984.3,C1679407502,40869.0,25884.7,M1939527194,0.0,0.0,0,0,0,0,1,0,0.0014984299999999998,0.0007130437947201507,0.0005470572422235687,0.0,0.0
CASH_IN,61488.72,C264230958,499160.0,560648.72,C1061838943,8450145.88,8388657.16,0,1,0,0,0,0,0.006148872,0.008708873243106277,0.011848966479015545,0.08018991917113365,0.07970779268720392
PAYMENT,30665.57,C334617683,10796.0,0.0,M982372970,0.0,0.0,0,0,0,0,1,0,0.0030665569999999997,0.00018835843323298214,0.0,0.0,0.0
CASH_IN,149082.5,C520288551,56013.0,205095.5,C20246092,7062856.4,6913773.91,0,1,0,0,0,0,0.01490825,0.000977262034149595,0.004334567471226783,0.06702486464450527,0.06569366788909028
CASH_IN,106002.93,C1854749761,59195.0,165197.93,C1332656716,66391.41,0.0,0,1,0,0,0,0,0.010600292999999998,0.0010327785712510539,0.003491356824952274,0.000630039040409749,0.0
CASH_OUT,224675.79,C1937991303,21266.0,0.0,C304867143,0.0,224675.79,0,0,1,0,0,0,0.022467579,0.0003710291257069839,0.0,0.0,0.0021348364761582133
TRANSFER,357500.1,C667546655,106784.0,0.0,C940029140,486760.62,844260.72,0,0,0,0,0,1,0.03575001,0.0018630665926593893,0.0,0.004619245079055475,0.008022041807190688
CASH_IN,77117.74,C797637120,660.0,77777.74,C176887327,2234511.59,2157393.85,0,1,0,0,0,0,0.007711774,1.1515057978303837e-05,0.001643784782160185,0.021204995314123655,0.0204992406365608
CASH_OUT,93506.72,C685945988,80721.0,0.0,C907642914,80390.46,173897.18,0,0,1,0,0,0,0.009350671999999999,0.001408343931919188,0.0,0.0007628867691844217,0.0016523455551888811
CASH_OUT,304075.17,C1077758017,282.0,0.0,C514280663,1160262.84,1464338.02,0,0,1,0,0,0,0.030407517,4.920070227093458e-06,0.0,0.011010624512067,0.013913925565906744
CASH_IN,227777.85,C675034453,19945.0,247722.85,C1818897606,0.0,0.0,0,1,0,0,0,0,0.022777785,0.0003479815626928334,0.005235470341814383,0.0,0.0
CASH_OUT,62322.38,C1352564904,895.0,0.0,C28540678,186939.09,249261.48,0,0,1,0,0,0,0.006232237999999999,1.5615116500881718e-05,0.0,0.0017740084881262756,0.0023684461045187866
PAYMENT,3441.99,C1835358379,10792.0,7350.01,M1194359302,0.0,0.0,0,0,0,0,1,0,0.00034419899999999995,0.0001882886450028106,0.000155337948707756,0.0,0.0
CASH_IN,14242.52,C250571048,10111.0,24353.52,C729702134,0.0,0.0,0,1,0,0,0,0,0.001424252,0.0001764071988161062,0.0005146966930131129,0.0,0.0
PAYMENT,11486.57,C718283677,40588.0,29101.43,M1840744044,0.0,0.0,0,0,0,0,1,0,0.001148657,0.0007081411715506001,0.0006150408558168426,0.0,0.0
CASH_IN,142948.28,C689123734,50668.0,193616.28,C1625170593,23195.57,0.0,0,1,0,0,0,0,0.014294827999999999,0.000884007511582877,0.004091961204355711,0.00022012056476217572,0.0
CASH_OUT,413605.42,C1547742133,246668.0,0.0,C2044159028,109091.72,522697.14,0,0,1,0,0,0,0.04136054199999999,0.004303630789988259,0.0,0.0010352550516015402,0.004966591729601023
CASH_IN,8532.75,C1999087467,1219.0,9751.75,C932115257,0.0,0.0,0,1,0,0,0,0,0.0008532749999999999,2.1267963144776327e-05,0.00020609724902562846,0.0,0.0
CASH_OUT,270081.83,C653449989,284.0,0.0,C260139220,1707.67,271789.5,0,0,1,0,0,0,0.027008183,4.954964342179227e-06,0.0,1.6205391151302796e-05,0.002582504053671304
CASH_IN,89314.05,C375247308,3972.0,93286.05,C1775004583,0.0,0.0,0,1,0,0,0,0,0.008931405,6.929971256033763e-05,0.001971543392464658,0.0,0.0
CASH_IN,82348.6,C1327095217,13545.0,95893.6,C679178537,98373.22,16024.61,0,1,0,0,0,0,0.00823486,0.00023632039441837192,0.00202665236077258,0.0009335389793772587,0.00015226349908109666
CASH_OUT,237428.81,C97462214,32350.0,0.0,C1741581503,0.0,237428.81,0,0,1,0,0,0,0.023742881,0.0005644123115123168,0.0,0.0,0.002256013805843691
CASH_OUT,27986.49,C903216777,53415.0,25428.51,C2113523103,0.0,27986.49,0,0,1,0,0,0,0.002798649,0.000931934578653181,0.0005374159466578495,0.0,0.00026592353226681466
CASH_OUT,192371.73,C1300142670,19883.0,0.0,C860000096,122628.49,315000.22,0,0,1,0,0,0,0.019237173,0.0003468998451251745,0.0,0.0011637158506875589,0.002993085991391693
PAYMENT,18296.12,C1284190725,40949.0,22652.88,M805756229,0.0,0.0,0,0,0,0,1,0,0.0018296119999999998,0.0007144395593235815,0.00047875471074501283,0.0,0.0
TRANSFER,1230063.78,C717048954,22850.0,0.0,C308430732,6458969.1,7689032.87,0,0,0,0,0,1,0.123006378,0.0003986652648549131,0.0,0.06129411461211954,0.07306006507089825
CASH_IN,324326.33,C329785225,141.0,324467.33,C440411088,463246.02,138919.69,0,1,0,0,0,0,0.032432633,2.460035113546729e-06,0.00685741780825911,0.004396096993789338,0.001319994564027532
CASH_OUT,16426.77,C111549667,40312.0,23885.23,C324265758,1547123.03,1563549.8,0,0,1,0,0,0,0.001642677,0.000703325783668764,0.0005047996713763593,0.014681837744024765,0.014856621380211365
CASH_OUT,68234.66,C4982151,29900.0,0.0,C550348993,18640398.8,18708633.46,0,0,1,0,0,0,0.006823466,0.0005216670205322496,0.0,0.17689304945936585,0.17776669720169688
CASH_OUT,57659.3,C1087522664,37872.0,0.0,C127442264,12800428.56,12858087.86,0,0,1,0,0,0,0.00576593,0.0006607549632641256,0.0,0.12147309006957292,0.12217566911492822
TRANSFER,530453.51,C332745900,31589.0,0.0,C1326115881,6658039.9,7188493.4,0,0,0,0,0,1,0.053045351,0.0005511351007221817,0.0,0.06318325020670326,0.06830401227894903
PAYMENT,2065.5,C631376689,606.0,0.0,M1168265791,0.0,0.0,0,0,0,0,1,0,0.00020654999999999998,1.0572916870988068e-05,0.0,0.0,0.0
CASH_OUT,52938.01,C395949284,99168.0,46229.99,C1456262114,1053273.31,1106211.32,0,0,1,0,0,0,0.005293801,0.0017301898024127801,0.0009770424550959893,0.009995318754664195,0.010511058072946469
CASH_OUT,45379.2,C781204119,10963.0,0.0,C546333054,387411.78,432790.99,0,0,1,0,0,0,0.004537919999999999,0.00019127209184264388,0.0,0.003676447692775809,0.004112316649713903
PAYMENT,648.48,C459163639,22026.0,21377.52,M1278926089,0.0,0.0,0,0,0,0,1,0,6.4848e-05,0.00038428888943957623,0.00045180076017026206,0.0,0.0
CASH_OUT,84908.62,C375291646,1035.0,0.0,C907956921,241449.0,326357.62,0,0,1,0,0,0,0.008490861999999998,1.805770455688556e-05,0.0,0.0022912948567878504,0.0031010023440806913
PAYMENT,11806.55,C968210976,4760.0,0.0,M1346188062,0.0,0.0,0,0,0,0,1,0,0.0011806549999999999,8.30479939041307e-05,0.0,0.0,0.0
CASH_IN,66130.4,C1249214085,15278.0,81408.4,C2022019910,0.0,0.0,0,1,0,0,0,0,0.006613039999999999,0.0002665561451401909,0.0017205165521653007,0.0,0.0
CASH_OUT,156902.31,C792281275,204.0,0.0,C1982718122,0.0,156902.31,0,0,1,0,0,0,0.015690231,3.5591997387484585e-06,0.0,0.0,0.0014908627875815348
CASH_IN,117671.16,C994679750,50751.0,168422.16,C1262417087,4307548.56,4189877.41,0,1,0,0,0,0,0.011767116,0.0008854556173589364,0.0035594989464408176,0.0408776340382106,0.03981160197767326
CASH_IN,254900.99,C39189106,122.0,255022.99,C1019400506,0.0,0.0,0,1,0,0,0,0,0.025490099,2.128541020231921e-06,0.005389754318690528,0.0,0.0
CASH_OUT,124958.28,C1672822251,21059.0,0.0,C814384601,8223709.55,8348667.84,0,0,1,0,0,0,0.012495827999999999,0.0003674175847956068,0.0,0.0780410910611853,0.07932782002084425
CASH_OUT,444552.91,C107775422,23090.0,0.0,C1103612555,0.0,444552.91,0,0,1,0,0,0,0.044455290999999994,0.00040285255866520544,0.0,0.0,0.004224076692242984
PAYMENT,12594.45,C1905047838,52689.0,40094.55,M1546083127,0.0,0.0,0,0,0,0,1,0,0.001259445,0.0009192680148770467,0.0008473736976358615,0.0,0.0
CASH_IN,392570.06,C372731709,58550.0,451120.06,C1115020389,588484.85,195914.79,0,1,0,0,0,0,0.039257006,0.0010215252191358934,0.00953414549658025,0.005584584363996412,0.001861553663217903
PAYMENT,10316.37,C1947490608,42.0,0.0,M1615092453,0.0,0.0,0,0,0,0,1,0,0.001031637,7.327764168011532e-07,0.0,0.0,0.0
CASH_OUT,129318.71,C115100473,3528.0,0.0,C658704665,0.0,129318.71,0,0,1,0,0,0,0.012931871,6.155321901129688e-05,0.0,0.0,0.001228767457133347
CASH_IN,106415.49,C725582424,25662.0,132077.49,C693280665,130004.14,23588.65,0,1,0,0,0,0,0.010641549,0.00044772639066550463,0.0027913766603132723,0.0012337090538504102,0.00022413590019347183
CASH_IN,154810.72,C2100597718,22345.0,177155.72,C2079928600,0.0,0.0,0,1,0,0,0,0,0.015481072,0.0003898545007957564,0.003744077374948549,0.0,0.0
PAYMENT,3683.51,C1072004583,25106.0,21422.49,M1535409313,0.0,0.0,0,0,0,0,1,0,0.000368351,0.0004380258266716608,0.0004527511735102967,0.0,0.0
PAYMENT,2557.94,C217974987,11086.0,8528.06,M1435340961,0.0,0.0,0,0,0,0,1,0,0.000255794,0.0001934180799204187,0.0001802353121773529,0.0,0.0
CASH_OUT,33846.72,C1100207538,430244.0,396397.28,C1126035174,10703181.13,10737027.86,0,0,1,0,0,0,0.003384672,0.007506491825480842,0.008377613139102395,0.10157069971065433,0.1020216674037508
TRANSFER,812872.92,C957007957,82113.0,0.0,C563999175,0.0,812872.92,0,0,0,0,0,1,0.081287292,0.0014326302360188833,0.0,0.0,0.00772379952507227
CASH_OUT,132690.16,C1171142639,20341.0,0.0,C403452664,2818573.23,2951263.38,0,0,1,0,0,0,0.013269016,0.00035489059747981564,0.0,0.026747604443915357,0.028042472730924757
CASH_OUT,435528.76,C2097135471,52058.0,0.0,C2077535716,8086725.43,8522254.18,0,0,1,0,0,0,0.043552876,0.0009082589215674865,0.0,0.07674114362045202,0.08097721201984336
CASH_OUT,50553.52,C589224711,14929.0,0.0,C1906562221,0.0,50553.52,0,0,1,0,0,0,0.005055351999999999,0.0002604671220577242,0.0,0.0,0.00048035214873037163
TRANSFER,678008.47,C1287255889,486.0,0.0,C201124947,0.0,678008.47,0,0,0,0,0,1,0.067800847,8.479269965841916e-06,0.0,0.0,0.0064423372580562485
PAYMENT,2156.18,C2021445734,14598.0,12441.82,M2037980353,0.0,0.0,0,0,0,0,1,0,0.00021561799999999997,0.0002546921460110294,0.00026295022686923317,0.0,0.0
PAYMENT,7340.59,C745158154,8950.0,1609.41,M795500457,0.0,0.0,0,0,0,0,1,0,0.000734059,0.00015615116500881717,3.401389223004453e-05,0.0,0.0
TRANSFER,769501.08,C822826434,15870.0,0.0,C1753447260,0.0,769501.08,0,0,0,0,0,1,0.07695010799999999,0.00027688480320557863,0.0,0.0,0.007311686648691161
PAYMENT,3829.77,C2480182,173001.0,169171.23,M2097312862,0.0,0.0,0,0,0,0,1,0,0.000382977,0.003018358401976579,0.0035753300809887325,0.0,0.0
CASH_IN,148702.18,C6880064,226.0,148928.18,C1435011260,14920173.9,14771471.72,0,1,0,0,0,0,0.014870218,3.94303500469192e-06,0.0031475056477446224,0.14158898036210682,0.14035636253641526
CASH_OUT,307782.6,C1806044106,10035.0,0.0,C1341492850,52212.43,359995.03,0,0,1,0,0,0,0.030778259999999995,0.00017508122244284697,0.0,0.0004954838177809628,0.0034206200911974997
CASH_OUT,262073.2,C1173134048,14817.0,0.0,C1959173959,3447.38,265520.58,0,0,1,0,0,0,0.02620732,0.0002585130516129211,0.0,3.2714834451139994e-05,0.00252293769326319
CASH_OUT,18483.36,C723695239,22712.0,4228.64,C1143566273,4397438.59,4415921.95,0,0,1,0,0,0,0.001848336,0.00039625757091399507,8.93697101668658e-05,0.04173066951740292,0.04195944411602027
PAYMENT,1004.23,C1817705048,41109.0,40104.77,M930366531,0.0,0.0,0,0,0,0,1,0,0.000100423,0.0007172310885304431,0.0008475896910611483,0.0,0.0
PAYMENT,14434.14,C376366039,5119.0,0.0,M684128531,0.0,0.0,0,0,0,0,1,0,0.0014434139999999999,8.931148756202627e-05,0.0,0.0,0.0
CASH_OUT,6190.81,C2064663401,32075.0,25884.19,C1458090350,0.0,6190.81,0,0,1,0,0,0,0.0006190810000000001,0.0005596143706880235,0.0005470464636866903,0.0,5.882417061920658e-05
CASH_OUT,269111.29,C1859339796,299442.0,30330.71,C376700672,0.0,269111.29,0,0,1,0,0,0,0.026911128999999995,0.005224381804756451,0.0006410209338830588,0.0,0.0025570560941968468
PAYMENT,3324.11,C264400962,11135.0,7810.89,M282267336,0.0,0.0,0,0,0,0,1,0,0.000332411,0.00019427298574002002,0.00016507836454398352,0.0,0.0
CASH_IN,164322.56,C1763777712,5598.0,169920.56,C1783989071,35759.79,0.0,0,1,0,0,0,0,0.016432256,9.766862812506799e-05,0.0035911667104770164,0.0003393520905318043,0.0
CASH_OUT,184098.81,C498472038,648626.0,464527.19,C2128582832,239055.92,423154.74,0,0,1,0,0,0,0.018409881,0.011316615145811067,0.009817496957633802,0.0022685850841407,0.004020754412441344
PAYMENT,21353.56,C23738354,14630.0,0.0,M164088921,0.0,0.0,0,0,0,0,1,0,0.002135356,0.0002552504518524017,0.0,0.0,0.0
PAYMENT,23301.56,C1751287117,80764.0,57462.44,M1171958019,0.0,0.0,0,0,0,0,1,0,0.002330156,0.0014090941553935319,0.001214433389524981,0.0,0.0
PAYMENT,2692.73,C366990317,65787.0,63094.27,M583884811,0.0,0.0,0,0,0,0,1,0,0.000269273,0.0011477895745737492,0.0013334586588335672,0.0,0.0
PAYMENT,6361.6,C1585037810,10625.0,4263.4,M1316747663,0.0,0.0,0,0,0,0,1,0,0.00063616,0.0001853749863931489,9.010434142547382e-05,0.0,0.0
CASH_IN,53839.59,C626002710,61228.0,115067.59,C1704840085,1155810.99,1101971.4,0,1,0,0,0,0,0.005383959,0.0010682484392357384,0.002431882867281146,0.010968377490923026,0.010470770973602151
CASH_IN,135881.95,C1825897103,86477.0,222358.95,C1546318911,725236.56,589354.61,0,1,0,0,0,0,0.013588195,0.0015087691951360315,0.004699419887838313,0.0068823262878807264,0.005599961254481392
CASH_OUT,361811.1,C2092093622,62047.0,0.0,C1353507270,0.0,361811.1,0,0,1,0,0,0,0.036181109999999995,0.0010825375793633608,0.0,0.0,0.0034378761225627684
CASH_IN,210050.7,C1838475566,511664.0,721714.7,C1321768739,0.0,0.0,0,1,0,0,0,0,0.02100507,0.008927031250622506,0.015252997077586764,0.0,0.0
PAYMENT,2126.73,C1211713329,24363.0,22236.27,M66243643,0.0,0.0,0,0,0,0,1,0,0.000212673,0.00042506266291729753,0.0004699499141785948,0.0,0.0
CASH_OUT,205044.81,C1764723603,122958.0,0.0,C1733540809,0.0,205044.81,0,0,1,0,0,0,0.020504480999999998,0.0021452553013580045,0.0,0.0,0.0019483057771152393
CASH_OUT,145983.21,C599310849,28145.0,0.0,C1140451502,4329325.64,4475308.85,0,0,1,0,0,0,0.014598321,0.0004910474345444871,0.0,0.041084293462767575,0.04252372974878007
CASH_OUT,39725.93,C557451656,49023.0,9297.07,C1060787765,403929.63,443655.57,0,0,1,0,0,0,0.003972593,0.0008553071019248318,0.00019648786638282355,0.003833198247759235,0.004215550298885178
CASH_OUT,48363.13,C884775552,35011.0,0.0,C94629162,375219.97,423583.1,0,0,1,0,0,0,0.004836312999999999,0.0006108389316339327,0.0,0.0035607502512956836,0.004024824626472536
CASH_IN,197934.54,C567995543,50830.0,248764.54,C40523449,2517419.83,2319485.3,0,1,0,0,0,0,0.019793454,0.0008868339349048242,0.005257485820404124,0.023889728716435958,0.02203940987301202
CASH_OUT,261571.39,C1150786151,103454.0,0.0,C1813427948,0.0,261571.39,0,0,1,0,0,0,0.026157139,0.0018049678910415834,0.0,0.0,0.0024854130678316775
PAYMENT,7321.72,C898673972,10673.0,3351.28,M1705531804,0.0,0.0,0,0,0,0,1,0,0.000732172,0.00018621244515520735,7.082724523440492e-05,0.0,0.0
PAYMENT,2493.65,C325107690,25895.0,23401.35,M1809603395,0.0,0.0,0,0,0,0,1,0,0.000249365,0.00045179155507299673,0.000494573164661306,0.0,0.0
PAYMENT,8639.64,C1536537089,93.0,0.0,M2094425174,0.0,0.0,0,0,0,0,1,0,0.0008639639999999999,1.622576351488268e-06,0.0,0.0,0.0
CASH_OUT,42856.48,C1784617929,9027.0,0.0,C165273535,1161009.87,1203866.36,0,0,1,0,0,0,0.004285648,0.0001574945884396193,0.0,0.011017713653032033,0.011438961971593891
PAYMENT,33780.22,C1666208642,25692.0,0.0,M363061331,0.0,0.0,0,0,0,0,1,0,0.003378022,0.00044824980239179115,0.0,0.0,0.0
CASH_OUT,12178.43,C1519964773,99877.0,87698.57,C1243322465,1467687.94,1479866.37,0,0,1,0,0,0,0.001217843,0.0017425597662106853,0.0018534554331767644,0.013928017213952244,0.01406147367509355
CASH_OUT,21081.11,C1217072044,28705.0,7623.89,C1349207129,722182.67,743263.78,0,0,1,0,0,0,0.0021081109999999998,0.0005008177867685024,0.00016112623435526945,0.006853345582016565,0.007062383663817243
